student_id,fakultas,semester,wellbeing_score,academic_pressure,social_support,career_readiness,cluster_id,cluster_name,topik_keluhan,sentimen
MHS-01964,Ilmu Budaya,7,60,61,54,45,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-01965,Kedokteran,7,44,92,51,50,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01966,Ekonomi dan Bisnis,3,38,86,59,67,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-01967,Ekonomi dan Bisnis,7,76,44,96,73,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-01968,Ekonomi dan Bisnis,2,56,85,56,50,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-01969,Ekonomi dan Bisnis,7,68,28,78,79,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01970,Ilmu Budaya,7,59,49,28,61,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-01971,Kedokteran,6,49,48,36,60,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-01972,Teknik,3,40,58,45,52,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-01973,Ilmu Budaya,7,58,80,51,53,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-01974,Kedokteran,6,69,43,90,72,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-01975,Ilmu Budaya,1,61,52,54,44,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-01976,Teknik,6,62,78,51,49,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-01977,Ekonomi dan Bisnis,3,48,71,47,52,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-01978,Hukum,6,76,48,84,80,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-01979,Teknik,4,82,45,83,62,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-01980,Ekonomi dan Bisnis,3,48,56,42,70,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-01981,MIPA,4,67,60,54,54,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-01982,MIPA,7,63,68,55,46,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-01983,Ilmu Budaya,8,80,50,74,74,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-01984,Ekonomi dan Bisnis,8,53,94,54,55,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-01985,Hukum,7,36,86,61,56,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-01986,Teknik,3,53,51,67,40,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-01987,MIPA,5,76,46,70,67,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-01988,Kedokteran,2,87,50,84,68,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-01989,Ilmu Budaya,8,46,73,52,62,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-01990,MIPA,4,57,44,64,46,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-01991,Teknik,5,72,45,87,90,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-01992,Ekonomi dan Bisnis,7,52,57,39,63,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-01993,Teknik,6,38,84,52,60,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-01994,Ilmu Budaya,8,54,53,44,56,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-01995,Ekonomi dan Bisnis,6,36,83,56,44,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-01996,Ekonomi dan Bisnis,6,57,76,41,58,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-01997,Kedokteran,3,84,45,75,72,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-01998,Teknik,1,51,80,50,49,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-01999,Kedokteran,1,83,48,97,74,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02000,Hukum,2,75,44,80,77,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02001,MIPA,4,54,67,34,58,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-02002,Kedokteran,7,39,80,51,46,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-02003,MIPA,6,63,79,50,55,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-02004,Ekonomi dan Bisnis,2,40,86,50,54,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-02005,Ilmu Budaya,5,39,70,54,64,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-02006,Ilmu Budaya,8,59,56,61,35,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-02007,Kedokteran,5,59,59,65,39,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-02008,Ilmu Budaya,1,64,63,56,52,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02009,Ekonomi dan Bisnis,8,46,86,59,47,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02010,Ilmu Budaya,5,47,90,52,56,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-02011,Ekonomi dan Bisnis,7,77,38,82,89,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-02012,Teknik,6,36,87,56,52,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02013,Kedokteran,1,62,58,56,48,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-02014,Hukum,7,49,70,32,72,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-02015,Teknik,8,75,51,92,78,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-02016,Ekonomi dan Bisnis,7,40,86,51,44,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-02017,Hukum,1,54,71,47,42,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-02018,Ilmu Budaya,7,60,70,37,60,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-02019,Kedokteran,7,92,49,80,79,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-02020,Teknik,3,49,60,27,65,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-02021,MIPA,8,52,57,63,44,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-02022,Ekonomi dan Bisnis,7,69,32,88,76,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-02023,Hukum,6,82,39,71,74,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-02024,Teknik,5,48,66,43,47,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-02025,Ekonomi dan Bisnis,3,55,72,47,54,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-02026,MIPA,3,66,57,43,58,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-02027,Ilmu Budaya,6,83,29,69,74,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-02028,MIPA,5,58,59,48,51,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02029,Teknik,4,65,39,69,55,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-02030,Teknik,7,45,95,48,46,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-02031,Kedokteran,4,64,60,58,41,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-02032,Hukum,2,80,34,82,61,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-02033,Ekonomi dan Bisnis,2,87,46,86,72,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-02034,MIPA,3,79,44,76,69,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-02035,Ekonomi dan Bisnis,7,76,42,90,77,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-02036,Teknik,8,46,80,44,39,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02037,MIPA,6,65,74,60,50,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-02038,Hukum,8,37,81,49,60,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-02039,Teknik,3,54,57,48,34,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-02040,Hukum,3,48,83,48,45,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-02041,Kedokteran,6,43,91,51,48,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-02042,Ekonomi dan Bisnis,5,61,82,61,34,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02043,Ekonomi dan Bisnis,1,63,91,63,49,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02044,Ilmu Budaya,1,78,44,71,66,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02045,Hukum,7,49,69,62,53,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-02046,Ilmu Budaya,5,45,74,52,24,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-02047,Kedokteran,7,56,51,52,44,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-02048,MIPA,7,47,69,53,37,2,Career Concern,Biaya kuliah dan keuangan,Netral
MHS-02049,Ekonomi dan Bisnis,1,32,63,51,46,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-02050,Ilmu Budaya,7,72,44,73,79,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-02051,Hukum,4,58,55,42,48,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-02052,Kedokteran,7,67,42,69,74,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-02053,Teknik,6,61,77,66,43,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02054,Teknik,5,52,65,38,58,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-02055,Kedokteran,4,82,54,79,71,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-02056,Kedokteran,3,47,83,44,50,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-02057,Hukum,3,43,64,34,52,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-02058,MIPA,8,54,63,34,62,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-02059,MIPA,1,65,41,93,87,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-02060,Ilmu Budaya,7,86,51,80,92,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02061,Kedokteran,1,83,57,89,68,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-02062,Hukum,6,50,86,59,54,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-02063,Ekonomi dan Bisnis,7,56,57,69,43,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02064,Hukum,2,42,67,54,41,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-02065,Kedokteran,8,46,86,47,77,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-02066,Ekonomi dan Bisnis,6,39,66,58,46,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02067,Hukum,1,51,72,51,35,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-02068,Teknik,5,58,71,69,35,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02069,Hukum,2,69,43,87,74,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-02070,MIPA,2,56,74,56,48,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-02071,Kedokteran,6,53,82,55,50,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02072,MIPA,1,64,37,75,72,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-02073,MIPA,7,75,43,62,72,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-02074,MIPA,6,38,85,59,57,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-02075,Ekonomi dan Bisnis,4,77,51,81,86,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-02076,Ilmu Budaya,8,65,84,65,44,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-02077,MIPA,2,80,47,92,72,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-02078,Ekonomi dan Bisnis,7,78,43,84,88,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02079,Teknik,2,62,61,57,47,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-02080,Ilmu Budaya,1,73,41,85,74,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02081,Hukum,3,55,40,71,47,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-02082,MIPA,5,57,45,50,38,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-02083,Ilmu Budaya,1,61,56,55,55,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02084,Ilmu Budaya,1,46,81,44,62,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-02085,Teknik,6,81,47,75,77,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-02086,Teknik,4,36,68,30,50,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-02087,Kedokteran,6,76,47,78,75,4,Balanced Wellbeing,Kecemasan karier dan magang,Netral
MHS-02088,Hukum,3,47,62,62,47,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-02089,Kedokteran,6,53,75,71,42,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-02090,Kedokteran,6,42,94,61,50,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02091,Ekonomi dan Bisnis,5,47,51,33,64,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-02092,Ilmu Budaya,8,65,51,60,39,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-02093,Ilmu Budaya,1,63,53,83,68,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02094,Teknik,6,82,41,85,79,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02095,Ilmu Budaya,8,55,64,35,38,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-02096,Ekonomi dan Bisnis,6,61,61,61,47,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02097,Hukum,8,75,38,91,82,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02098,Ilmu Budaya,7,86,51,69,72,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-02099,Kedokteran,8,39,96,50,50,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-02100,Hukum,8,69,52,82,52,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-02101,MIPA,6,59,82,50,50,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-02102,Ekonomi dan Bisnis,7,44,70,57,63,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02103,Ilmu Budaya,7,48,86,43,60,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-02104,MIPA,6,67,54,60,38,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-02105,Ekonomi dan Bisnis,4,58,88,63,52,1,Academic Pressure,Kegiatan dan komunitas,Positif
MHS-02106,MIPA,1,44,93,47,46,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-02107,Ilmu Budaya,6,54,71,60,57,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-02108,Kedokteran,4,50,63,36,50,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-02109,Ilmu Budaya,4,75,41,86,80,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02110,Teknik,8,83,47,91,68,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-02111,Ekonomi dan Bisnis,5,72,51,69,63,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-02112,Hukum,7,75,41,78,74,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-02113,Ekonomi dan Bisnis,1,64,67,80,44,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-02114,Kedokteran,7,69,58,67,25,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-02115,MIPA,8,46,57,32,57,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-02116,Teknik,6,77,40,88,69,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-02117,Ekonomi dan Bisnis,3,79,60,81,65,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02118,MIPA,2,61,63,50,40,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-02119,Hukum,8,46,67,41,58,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-02120,Ilmu Budaya,5,51,92,37,48,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-02121,MIPA,3,48,62,46,44,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02122,MIPA,1,53,68,63,41,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-02123,MIPA,5,69,42,75,86,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02124,Hukum,4,42,54,39,52,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-02125,Ekonomi dan Bisnis,7,48,79,44,49,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-02126,Kedokteran,6,68,52,58,36,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-02127,Ekonomi dan Bisnis,5,58,43,47,63,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-02128,Ekonomi dan Bisnis,5,42,73,29,63,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-02129,Teknik,8,51,85,54,58,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02130,Ekonomi dan Bisnis,6,39,87,46,56,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-02131,Kedokteran,3,48,87,59,47,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-02132,Teknik,5,74,48,72,67,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-02133,MIPA,8,47,63,29,51,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-02134,Kedokteran,1,49,89,54,53,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-02135,Ilmu Budaya,4,73,55,90,72,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02136,Ekonomi dan Bisnis,5,76,43,75,66,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-02137,Ekonomi dan Bisnis,6,83,44,58,69,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02138,Hukum,8,47,84,65,59,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-02139,Hukum,5,69,56,77,50,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-02140,Ilmu Budaya,5,47,46,33,68,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-02141,MIPA,7,56,80,54,44,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-02142,Ekonomi dan Bisnis,1,73,55,98,87,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02143,Teknik,8,78,44,92,82,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-02144,MIPA,1,53,65,57,54,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-02145,Teknik,3,45,78,41,38,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02146,Hukum,8,53,69,41,58,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-02147,Ilmu Budaya,8,65,39,92,80,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-02148,Hukum,4,82,38,73,59,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Netral
MHS-02149,Hukum,7,67,63,45,61,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02150,Teknik,8,44,63,42,58,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-02151,Kedokteran,2,56,89,54,50,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-02152,Teknik,3,52,52,29,65,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-02153,Teknik,1,65,54,82,73,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Netral
MHS-02154,Hukum,7,56,69,42,54,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-02155,Ilmu Budaya,4,44,89,50,60,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02156,Ekonomi dan Bisnis,2,58,63,68,56,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02157,MIPA,8,59,52,72,82,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-02158,MIPA,4,60,54,53,65,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02159,Ekonomi dan Bisnis,6,75,65,65,46,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-02160,Teknik,1,42,76,64,48,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-02161,Hukum,5,73,65,64,65,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02162,Ilmu Budaya,7,58,58,62,38,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-02163,Teknik,6,45,87,43,52,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-02164,MIPA,7,58,75,51,47,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-02165,Hukum,3,58,67,48,52,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-02166,MIPA,4,75,42,72,84,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02167,Ilmu Budaya,3,71,59,87,63,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-02168,MIPA,2,39,47,24,59,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-02169,Teknik,5,52,90,63,57,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-02170,MIPA,4,37,72,36,52,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-02171,Hukum,4,65,39,85,79,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02172,Hukum,7,61,30,79,63,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-02173,Ilmu Budaya,7,54,61,61,19,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-02174,Ekonomi dan Bisnis,3,73,60,83,71,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Netral
MHS-02175,MIPA,4,71,72,34,36,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-02176,Ilmu Budaya,2,55,60,66,49,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-02177,Ilmu Budaya,5,70,53,90,59,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02178,MIPA,6,50,75,35,60,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-02179,Ilmu Budaya,5,53,57,66,55,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-02180,Ekonomi dan Bisnis,6,93,42,79,73,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-02181,MIPA,7,89,43,85,71,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-02182,Kedokteran,5,45,74,40,57,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-02183,Hukum,8,53,57,59,47,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-02184,Ekonomi dan Bisnis,8,48,81,62,52,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-02185,Hukum,8,40,80,58,53,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02186,Hukum,2,53,84,46,52,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-02187,Kedokteran,3,69,63,57,38,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-02188,Ekonomi dan Bisnis,4,52,58,28,62,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-02189,Ekonomi dan Bisnis,7,78,53,84,75,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-02190,Hukum,2,83,46,82,69,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-02191,Ekonomi dan Bisnis,1,60,61,57,53,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02192,Teknik,1,47,77,57,55,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02193,Hukum,1,57,64,35,55,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-02194,Ekonomi dan Bisnis,7,58,63,62,48,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02195,Kedokteran,3,52,74,54,56,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-02196,Ekonomi dan Bisnis,5,59,55,54,39,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-02197,Ekonomi dan Bisnis,5,49,63,56,34,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-02198,Hukum,3,53,55,39,54,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-02199,Kedokteran,4,58,65,54,45,3,Social Adaptation,Kegiatan dan komunitas,Netral
MHS-02200,Ilmu Budaya,6,65,65,67,43,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02201,Ekonomi dan Bisnis,7,58,51,59,49,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-02202,Ilmu Budaya,8,75,41,85,90,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-02203,Hukum,4,36,85,72,44,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-02204,Teknik,7,41,61,37,56,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-02205,Teknik,7,40,53,38,43,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-02206,Teknik,1,37,90,48,41,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02207,Teknik,5,53,60,62,43,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-02208,Ekonomi dan Bisnis,2,92,48,75,78,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-02209,Hukum,5,49,68,50,53,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-02210,Ekonomi dan Bisnis,2,51,76,55,46,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-02211,MIPA,2,50,61,29,64,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-02212,Hukum,1,55,68,55,37,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-02213,MIPA,1,50,84,51,55,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-02214,Kedokteran,5,46,53,67,46,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02215,Teknik,5,53,73,34,57,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-02216,Teknik,7,58,63,61,54,2,Career Concern,Beban tugas dan ujian,Positif
MHS-02217,Ekonomi dan Bisnis,1,51,62,44,48,3,Social Adaptation,Kecemasan karier dan magang,Netral
MHS-02218,Teknik,1,71,72,75,43,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-02219,Ekonomi dan Bisnis,1,34,81,50,60,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-02220,Teknik,4,61,59,71,28,2,Career Concern,Layanan kampus dan fasilitas,Negatif
