student_id,fakultas_code,norm_wellbeing,norm_pressure,norm_social,norm_career,cluster_label,pca_dim1,pca_dim2
MHS-01155,0,0.5,0.63,0.4,0.55,3,-0.444,0.409
MHS-01156,2,0.67,0.48,0.71,0.44,2,0.288,-0.437
MHS-01157,1,0.62,0.47,0.83,0.69,4,0.306,-0.239
MHS-01158,1,0.34,0.91,0.59,0.55,1,-1.27,-0.049
MHS-01159,2,0.56,0.61,0.43,0.53,3,-0.002,0.066
MHS-01160,5,0.66,0.35,0.81,0.73,4,0.666,-0.085
MHS-01161,4,0.42,0.62,0.27,0.47,3,-0.475,0.423
MHS-01162,1,0.57,0.48,0.54,0.43,2,0.054,-0.21
MHS-01163,2,0.46,0.55,0.35,0.57,3,-0.223,0.428
MHS-01164,2,0.77,0.42,0.79,0.69,4,0.741,-0.204
MHS-01165,1,0.67,0.45,1.0,0.63,4,0.451,-0.806
MHS-01166,0,0.62,0.43,0.7,0.7,4,0.496,-0.04
MHS-01167,5,0.61,0.62,0.54,0.35,2,-0.173,-0.506
MHS-01168,3,0.76,0.55,0.57,0.6,2,0.405,-0.023
MHS-01169,4,0.44,0.7,0.58,0.64,1,-0.447,0.208
MHS-01170,1,0.69,0.78,0.62,0.5,1,-0.179,-0.147
MHS-01171,4,0.52,0.8,0.44,0.59,1,-0.639,0.151
MHS-01172,3,0.53,0.86,0.63,0.58,1,-0.605,-0.212
MHS-01173,2,0.59,0.75,0.38,0.45,3,-0.325,0.28
MHS-01174,2,0.64,0.7,0.68,0.37,2,0.016,-0.622
MHS-01175,3,0.39,0.74,0.3,0.44,3,-0.646,0.219
MHS-01176,2,0.75,0.52,0.71,0.73,4,0.434,-0.072
MHS-01177,5,0.51,0.7,0.35,0.85,3,-0.505,0.945
MHS-01178,5,0.74,0.43,0.91,0.83,4,0.692,-0.175
MHS-01179,0,0.47,0.51,0.43,0.46,3,-0.002,-0.045
MHS-01180,5,0.63,0.56,0.28,0.48,3,0.379,0.437
MHS-01181,2,0.6,0.75,0.52,0.36,1,-0.456,-0.112
MHS-01182,1,0.59,0.53,0.58,0.33,2,0.036,-0.526
MHS-01183,2,0.49,0.71,0.7,0.3,2,-0.352,-1.044
MHS-01184,4,0.51,0.76,0.68,0.48,2,-0.558,-0.347
MHS-01185,1,0.67,0.57,0.9,0.65,4,0.009,-0.608
MHS-01186,5,0.63,0.41,0.72,0.72,4,0.387,-0.215
MHS-01187,1,0.52,0.58,0.33,0.64,3,-0.138,0.416
MHS-01188,0,0.59,0.32,0.77,0.79,4,0.563,0.039
MHS-01189,1,0.46,0.76,0.61,0.45,1,-0.407,-0.364
MHS-01190,1,0.48,0.63,0.67,0.43,2,-0.219,-0.537
MHS-01191,2,0.5,0.74,0.57,0.43,1,-0.344,-0.208
MHS-01192,0,0.63,0.48,0.64,0.33,2,0.348,-0.747
MHS-01193,3,0.73,0.34,0.58,0.66,4,0.676,0.187
MHS-01194,5,0.74,0.72,0.46,0.59,3,0.03,0.225
MHS-01195,0,0.64,0.58,0.61,0.61,2,0.394,-0.103
MHS-01196,4,0.38,0.84,0.51,0.45,1,-0.788,-0.137
MHS-01197,0,0.78,0.45,0.8,0.63,4,0.695,-0.284
MHS-01198,3,0.79,0.22,0.81,0.72,4,1.263,-0.223
MHS-01199,2,0.69,0.51,0.78,0.69,4,0.407,-0.085
MHS-01200,5,0.53,0.85,0.57,0.59,1,-0.576,0.083
MHS-01201,0,0.85,0.49,0.78,0.7,4,0.658,0.008
MHS-01202,3,0.47,0.64,0.43,0.68,3,-0.454,0.668
MHS-01203,1,0.67,0.39,0.89,0.66,4,0.588,-0.455
MHS-01204,2,0.68,0.57,0.4,0.51,3,0.169,0.188
MHS-01205,3,0.49,0.86,0.49,0.47,1,-0.645,0.045
MHS-01206,3,0.54,0.64,0.64,0.39,2,-0.086,-0.513
MHS-01207,0,0.68,0.34,0.66,0.65,4,0.644,-0.136
MHS-01208,2,0.71,0.4,0.88,0.84,4,0.639,-0.069
MHS-01209,2,0.37,0.77,0.46,0.75,1,-0.784,0.62
MHS-01210,0,0.75,0.35,0.83,0.8,4,0.73,0.002
MHS-01211,1,0.55,0.51,0.29,0.61,3,0.119,0.616
MHS-01212,1,0.85,0.38,0.84,0.76,4,0.982,-0.013
MHS-01213,1,0.81,0.46,0.85,0.6,4,0.788,-0.55
MHS-01214,5,0.38,0.75,0.54,0.7,1,-0.866,0.138
MHS-01215,1,0.72,0.6,0.5,0.54,2,0.17,0.008
MHS-01216,0,0.64,0.49,0.81,0.85,4,0.336,0.161
MHS-01217,4,0.75,0.58,0.87,0.7,4,0.328,-0.171
MHS-01218,1,0.62,0.56,0.75,0.52,2,0.073,-0.451
MHS-01219,1,0.5,0.77,0.56,0.37,1,-0.548,-0.488
MHS-01220,5,0.71,0.37,0.93,0.71,4,0.767,-0.469
MHS-01221,3,0.82,0.42,0.83,0.84,4,0.729,0.017
MHS-01222,1,0.43,0.72,0.46,0.59,3,-0.664,0.234
MHS-01223,5,0.56,0.85,0.67,0.53,1,-0.456,-0.368
MHS-01224,1,0.5,0.82,0.47,0.58,1,-0.455,0.243
MHS-01225,5,0.5,0.56,0.58,0.36,2,-0.12,-0.16
MHS-01226,1,0.33,0.64,0.22,0.62,3,-0.5,1.033
MHS-01227,1,0.81,0.4,0.94,0.75,4,0.962,-0.514
MHS-01228,3,0.83,0.53,0.82,0.81,4,0.707,-0.053
MHS-01229,5,0.55,0.56,0.56,0.42,2,0.083,-0.385
MHS-01230,5,0.58,0.56,0.38,0.49,3,-0.083,0.243
MHS-01231,1,0.74,0.48,0.67,0.37,2,0.574,-0.518
MHS-01232,5,0.53,0.69,0.35,0.5,3,-0.392,0.145
MHS-01233,1,0.37,0.55,0.42,0.63,3,-0.454,0.633
MHS-01234,0,0.48,0.45,0.31,0.45,3,0.121,0.214
MHS-01235,2,0.54,0.78,0.54,0.31,1,-0.567,-0.261
MHS-01236,1,0.55,0.64,0.57,0.57,2,-0.316,-0.028
MHS-01237,1,0.39,0.79,0.67,0.5,1,-0.762,-0.364
MHS-01238,4,0.54,0.75,0.41,0.53,1,-0.332,0.433
MHS-01239,2,0.85,0.42,0.97,0.58,4,0.829,-0.685
MHS-01240,2,0.62,0.81,0.45,0.34,1,-0.359,-0.311
MHS-01241,2,0.64,0.46,0.59,0.6,4,0.575,-0.004
MHS-01242,2,0.45,0.86,0.47,0.41,1,-0.867,0.203
MHS-01243,4,0.46,0.55,0.53,0.61,3,-0.202,0.223
MHS-01244,2,0.48,0.67,0.61,0.51,2,-0.318,-0.132
MHS-01245,5,0.5,0.88,0.62,0.56,1,-0.81,-0.012
MHS-01246,2,0.53,0.68,0.57,0.53,1,-0.296,-0.037
MHS-01247,0,0.45,0.69,0.45,0.66,1,-0.403,0.34
MHS-01248,1,0.76,0.42,0.88,0.82,4,0.688,-0.123
MHS-01249,4,0.76,0.48,0.86,0.77,4,0.53,-0.293
MHS-01250,3,0.63,0.48,0.66,0.65,4,0.33,0.039
MHS-01251,0,0.27,0.76,0.51,0.4,1,-0.977,-0.292
MHS-01252,1,0.61,0.54,0.52,0.49,2,0.129,-0.182
MHS-01253,0,0.55,0.6,0.38,0.55,3,0.056,0.402
MHS-01254,5,0.5,0.44,0.41,0.51,2,0.202,0.152
MHS-01255,3,0.48,0.59,0.36,0.73,3,-0.278,0.801
MHS-01256,5,0.45,0.56,0.62,0.48,2,-0.44,-0.226
MHS-01257,1,0.84,0.44,0.87,0.68,4,0.923,-0.506
MHS-01258,5,0.61,0.56,0.56,0.5,2,0.118,-0.079
MHS-01259,2,0.62,0.65,0.69,0.45,2,-0.152,-0.553
MHS-01260,0,0.63,0.52,0.58,0.37,2,0.177,-0.455
MHS-01261,5,0.44,0.62,0.17,0.59,3,-0.403,0.743
MHS-01262,1,0.52,0.86,0.52,0.37,1,-0.58,-0.258
MHS-01263,2,0.59,0.66,0.63,0.6,2,-0.236,0.09
MHS-01264,1,0.92,0.33,0.82,0.63,4,1.068,-0.372
MHS-01265,0,0.44,0.81,0.55,0.4,1,-0.545,-0.46
MHS-01266,1,0.34,0.86,0.56,0.45,1,-1.11,-0.208
MHS-01267,2,0.41,0.9,0.42,0.46,1,-1.162,0.038
MHS-01268,5,0.6,0.59,0.47,0.66,3,-0.016,0.553
MHS-01269,0,0.58,0.58,0.61,0.48,2,-0.084,-0.215
MHS-01270,3,0.84,0.45,0.76,0.77,4,0.716,0.038
MHS-01271,0,0.47,0.72,0.37,0.59,3,-0.381,0.587
MHS-01272,4,0.66,0.61,0.59,0.48,2,-0.019,-0.272
MHS-01273,0,0.87,0.5,0.81,0.76,4,0.822,0.035
MHS-01274,0,0.43,0.87,0.61,0.55,1,-1.022,-0.142
MHS-01275,0,0.66,0.72,0.65,0.35,2,-0.198,-0.701
MHS-01276,1,0.51,0.77,0.6,0.53,1,-0.562,-0.05
MHS-01277,5,0.42,0.67,0.37,0.59,3,-0.492,0.466
MHS-01278,4,0.4,0.82,0.69,0.6,1,-1.056,-0.23
MHS-01279,1,0.73,0.56,0.75,0.73,4,0.42,-0.1
MHS-01280,3,0.41,0.64,0.49,0.55,3,-0.496,0.151
MHS-01281,5,0.79,0.58,0.79,0.67,4,0.399,-0.214
MHS-01282,2,0.34,0.55,0.37,0.67,3,-0.377,0.548
MHS-01283,1,0.7,0.5,0.9,0.72,4,0.335,-0.073
MHS-01284,4,0.76,0.57,0.91,0.63,4,0.38,-0.56
MHS-01285,5,0.55,0.39,0.68,0.48,2,0.263,-0.342
MHS-01286,3,0.49,0.64,0.41,0.61,3,-0.305,0.249
MHS-01287,1,0.56,0.78,0.58,0.52,1,-0.467,-0.195
MHS-01288,3,0.45,0.8,0.53,0.46,1,-0.802,-0.094
MHS-01289,2,0.65,0.83,0.43,0.35,1,-0.353,-0.181
MHS-01290,5,0.62,0.55,0.61,0.44,2,0.22,-0.44
MHS-01291,0,0.79,0.33,0.79,0.67,4,0.827,-0.267
MHS-01292,3,0.74,0.36,0.75,0.84,4,0.67,0.199
MHS-01293,2,0.63,0.47,0.52,0.44,2,0.387,-0.22
MHS-01294,0,0.44,0.62,0.65,0.4,2,-0.304,-0.506
MHS-01295,1,0.49,0.5,0.68,0.35,2,0.203,-0.868
MHS-01296,1,0.39,0.6,0.37,0.68,3,-0.445,0.663
MHS-01297,3,0.78,0.36,0.7,0.81,4,0.7,0.311
MHS-01298,1,0.42,0.75,0.63,0.37,1,-0.624,-0.631
MHS-01299,1,0.73,0.39,0.8,0.67,4,0.763,-0.251
MHS-01300,0,0.53,0.71,0.63,0.55,1,-0.225,-0.151
MHS-01301,5,0.53,0.64,0.48,0.31,2,-0.134,-0.323
MHS-01302,0,0.43,0.66,0.47,0.58,1,-0.281,0.054
MHS-01303,0,0.57,0.61,0.51,0.54,3,0.059,0.14
MHS-01304,3,0.83,0.41,0.79,0.68,4,0.873,-0.414
MHS-01305,0,0.47,0.82,0.66,0.63,1,-0.85,-0.025
MHS-01306,5,0.68,0.54,0.72,0.47,2,0.264,-0.443
MHS-01307,1,0.56,0.63,0.7,0.56,2,-0.265,-0.173
MHS-01308,5,0.53,0.68,0.36,0.63,3,-0.213,0.313
MHS-01309,0,0.5,0.85,0.65,0.5,1,-0.706,-0.319
MHS-01310,2,0.46,0.51,0.45,0.63,3,-0.061,0.377
MHS-01311,1,0.71,0.38,0.74,0.73,4,0.526,-0.083
MHS-01312,5,0.65,0.59,0.61,0.46,2,0.052,-0.327
MHS-01313,0,0.56,0.91,0.57,0.52,1,-0.711,-0.107
MHS-01314,1,0.87,0.59,0.89,0.62,4,0.641,-0.482
MHS-01315,4,0.36,0.58,0.4,0.61,3,-0.74,0.462
MHS-01316,1,0.53,0.91,0.45,0.57,1,-0.944,0.324
MHS-01317,4,0.87,0.48,0.87,0.7,4,0.538,-0.308
MHS-01318,4,0.44,0.68,0.58,0.39,2,-0.503,-0.37
MHS-01319,2,0.62,0.9,0.61,0.61,1,-0.732,-0.238
MHS-01320,3,0.63,0.5,0.75,0.36,2,0.331,-0.893
MHS-01321,2,0.45,0.52,0.38,0.53,3,-0.206,0.401
MHS-01322,4,0.49,0.68,0.37,0.64,3,-0.413,0.606
MHS-01323,2,0.53,0.81,0.48,0.62,1,-0.652,0.136
MHS-01324,2,0.84,0.56,0.76,0.85,4,0.506,0.15
MHS-01325,2,0.84,0.37,0.83,0.87,4,0.87,0.15
MHS-01326,0,0.84,0.42,0.76,0.79,4,0.951,-0.205
MHS-01327,4,0.54,0.99,0.62,0.48,1,-0.89,-0.249
MHS-01328,0,0.68,0.58,0.54,0.45,2,0.22,-0.5
MHS-01329,0,0.51,0.83,0.5,0.51,1,-0.659,-0.01
MHS-01330,1,0.6,0.8,0.53,0.57,1,-0.398,0.101
MHS-01331,4,0.5,0.57,0.45,0.56,3,-0.157,-0.057
MHS-01332,3,0.44,0.82,0.58,0.47,1,-0.761,-0.212
MHS-01333,1,0.35,0.68,0.43,0.5,3,-0.685,0.035
MHS-01334,2,0.67,0.53,0.72,0.8,4,0.31,0.042
MHS-01335,2,0.46,0.6,0.67,0.34,2,-0.201,-0.79
MHS-01336,5,0.43,0.85,0.51,0.57,1,-0.657,-0.057
MHS-01337,0,0.39,0.57,0.49,0.62,3,-0.445,0.339
MHS-01338,2,0.78,0.44,0.79,0.79,4,0.706,0.13
MHS-01339,0,0.44,0.6,0.45,0.59,3,-0.245,0.396
MHS-01340,1,0.49,0.71,0.37,0.62,3,-0.4,0.594
MHS-01341,5,0.62,0.88,0.47,0.44,1,-0.322,-0.136
MHS-01342,0,0.49,0.77,0.54,0.49,1,-0.73,-0.137
MHS-01343,0,0.46,0.65,0.32,0.56,3,-0.406,0.661
MHS-01344,1,0.64,0.55,0.66,0.51,2,0.063,-0.17
MHS-01345,4,0.45,0.63,0.6,0.39,2,-0.306,-0.358
MHS-01346,4,0.36,0.62,0.25,0.53,3,-0.603,0.668
MHS-01347,4,0.75,0.32,0.71,0.72,4,0.896,0.15
MHS-01348,2,0.54,0.7,0.55,0.48,2,-0.32,-0.21
MHS-01349,1,0.76,0.37,0.68,0.66,4,0.851,-0.033
MHS-01350,3,0.49,0.6,0.45,0.47,2,-0.218,0.096
MHS-01351,5,0.56,0.66,0.27,0.72,3,-0.273,0.995
MHS-01352,1,0.72,0.53,0.54,0.44,2,0.436,-0.203
MHS-01353,0,0.75,0.47,0.81,0.83,4,0.49,-0.02
MHS-01354,3,0.48,0.7,0.47,0.35,2,-0.503,-0.349
MHS-01355,2,0.46,0.44,0.88,0.86,4,0.034,0.015
MHS-01356,2,0.82,0.5,0.78,0.75,4,0.546,-0.104
MHS-01357,0,0.81,0.54,0.79,0.91,4,0.529,0.354
MHS-01358,0,0.25,0.86,0.63,0.47,1,-1.427,-0.507
MHS-01359,5,0.81,0.44,0.64,0.67,4,0.594,0.035
MHS-01360,1,0.65,0.39,0.84,0.6,4,0.431,-0.471
MHS-01361,2,0.45,0.6,0.45,0.55,2,-0.482,0.135
MHS-01362,4,0.56,0.79,0.57,0.54,1,-0.538,-0.016
MHS-01363,2,0.52,0.89,0.57,0.5,1,-0.834,-0.097
MHS-01364,3,0.72,0.52,0.76,0.82,4,0.334,0.151
MHS-01365,0,0.5,0.75,0.46,0.45,1,-0.504,-0.077
MHS-01366,1,0.72,0.48,0.65,0.32,2,0.561,-0.643
MHS-01367,0,0.68,0.29,0.76,0.62,4,0.766,-0.255
MHS-01368,1,0.61,0.61,0.4,0.53,3,0.105,0.344
MHS-01369,4,0.35,0.59,0.37,0.6,3,-0.494,0.417
MHS-01370,5,0.49,0.6,0.45,0.48,3,-0.138,0.034
MHS-01371,2,0.53,0.54,0.5,0.51,3,0.015,0.067
MHS-01372,1,0.44,0.79,0.61,0.57,1,-0.75,-0.202
MHS-01373,4,0.72,0.47,0.68,0.58,4,0.474,-0.196
MHS-01374,2,0.49,0.84,0.7,0.55,1,-0.954,-0.241
MHS-01375,5,0.81,0.39,0.85,0.61,4,0.952,-0.545
MHS-01376,3,0.89,0.46,0.87,0.71,4,0.936,-0.227
MHS-01377,0,0.57,0.65,0.62,0.46,2,-0.228,-0.38
MHS-01378,5,0.5,0.61,0.56,0.56,1,-0.351,-0.024
MHS-01379,5,0.8,0.58,0.79,0.71,4,0.361,-0.138
MHS-01380,3,0.3,0.7,0.68,0.57,1,-0.632,-0.308
MHS-01381,5,0.46,0.98,0.63,0.4,1,-1.068,-0.466
MHS-01382,2,0.68,0.48,0.61,0.82,4,0.57,0.368
MHS-01383,1,0.46,0.72,0.6,0.65,3,-0.491,0.4
MHS-01384,0,0.45,0.7,0.41,0.69,3,-0.545,0.566
MHS-01385,1,0.75,0.41,0.78,0.79,4,0.57,0.15
MHS-01386,1,0.7,0.59,0.59,0.41,2,0.255,-0.371
MHS-01387,2,0.76,0.39,0.85,0.86,4,0.761,-0.09
MHS-01388,2,0.44,0.76,0.67,0.59,1,-0.713,-0.181
MHS-01389,0,0.6,0.74,0.55,0.48,1,-0.431,-0.161
MHS-01390,3,0.61,0.81,0.5,0.57,1,-0.384,0.04
MHS-01391,5,0.41,0.75,0.44,0.45,1,-0.58,-0.041
MHS-01392,3,0.67,0.53,0.8,0.76,4,0.427,-0.064
MHS-01393,3,0.5,0.71,0.68,0.44,2,-0.526,-0.552
MHS-01394,2,0.54,0.89,0.67,0.51,1,-0.668,-0.459
MHS-01395,2,0.39,0.8,0.58,0.52,1,-0.862,-0.08
MHS-01396,2,0.55,0.61,0.58,0.43,2,-0.031,-0.31
MHS-01397,2,0.88,0.32,0.67,0.64,4,1.13,-0.147
MHS-01398,2,0.38,0.77,0.57,0.53,1,-0.594,-0.16
MHS-01399,0,0.59,0.55,0.44,0.62,3,-0.002,0.502
MHS-01400,0,0.63,0.92,0.71,0.52,1,-0.656,-0.4
MHS-01401,5,0.36,0.56,0.42,0.6,3,-0.559,0.39
MHS-01402,3,0.46,0.67,0.52,0.46,1,-0.446,0.056
MHS-01403,5,0.79,0.55,0.85,0.76,4,0.466,-0.128
MHS-01404,0,0.67,0.51,0.78,0.84,4,0.044,0.124
MHS-01405,5,0.6,0.65,0.65,0.47,2,-0.118,-0.43
MHS-01406,2,0.5,0.82,0.38,0.64,1,-0.628,0.567
MHS-01407,5,0.69,0.49,0.75,0.75,4,0.497,-0.014
MHS-01408,3,0.48,0.73,0.4,0.54,3,-0.407,0.165
MHS-01409,1,0.66,0.57,0.61,0.52,2,0.283,-0.139
MHS-01410,3,0.43,0.68,0.66,0.49,2,-0.631,-0.365
MHS-01411,3,0.52,0.53,0.59,0.38,2,0.02,-0.207
MHS-01412,4,0.48,0.91,0.58,0.71,1,-0.913,0.316
MHS-01413,0,0.54,0.74,0.51,0.59,1,-0.401,0.235
MHS-01414,1,0.9,0.39,0.63,0.65,4,1.106,0.017
MHS-01415,0,0.4,0.58,0.43,0.58,3,-0.361,0.481
MHS-01416,2,0.41,0.53,0.48,0.55,3,-0.215,0.211
MHS-01417,1,0.43,0.89,0.55,0.59,1,-0.805,0.14
MHS-01418,5,0.45,0.83,0.45,0.54,1,-0.653,0.164
MHS-01419,4,0.47,0.76,0.6,0.55,1,-0.711,-0.264
MHS-01420,2,0.91,0.56,0.77,0.71,4,0.69,-0.06
MHS-01421,3,0.73,0.27,0.55,0.75,4,0.723,0.287
MHS-01422,5,0.51,0.63,0.56,0.5,2,-0.111,-0.136
MHS-01423,1,0.55,0.75,0.38,0.6,3,-0.325,0.522
MHS-01424,1,0.5,0.66,0.51,0.69,3,-0.307,0.171
MHS-01425,1,0.52,0.45,0.66,0.5,2,0.055,-0.514
MHS-01426,1,0.48,0.76,0.57,0.55,1,-0.607,-0.242
MHS-01427,2,0.58,0.55,0.48,0.55,3,-0.062,0.058
MHS-01428,2,0.43,0.83,0.59,0.44,1,-0.818,-0.471
MHS-01429,4,0.41,0.86,0.37,0.47,1,-0.841,0.158
MHS-01430,4,0.79,0.44,0.62,0.76,4,0.63,0.262
MHS-01431,1,0.55,0.76,0.41,0.41,1,-0.355,0.043
MHS-01432,1,0.51,0.59,0.22,0.58,3,-0.299,0.704
MHS-01433,1,0.46,0.72,0.54,0.44,1,-0.505,-0.197
MHS-01434,2,0.47,0.8,0.55,0.5,1,-0.687,-0.131
MHS-01435,5,0.35,0.63,0.22,0.64,3,-0.561,0.704
MHS-01436,4,0.82,0.45,0.73,0.61,4,0.808,-0.134
MHS-01437,0,0.43,0.73,0.52,0.61,1,-0.634,0.315
MHS-01438,4,0.46,0.83,0.53,0.52,1,-0.667,-0.084
MHS-01439,3,0.6,0.68,0.37,0.62,3,-0.125,0.386
MHS-01440,4,0.74,0.47,0.78,0.78,4,0.509,-0.137
MHS-01441,4,0.5,0.89,0.61,0.43,1,-0.756,-0.532
MHS-01442,0,0.82,0.38,0.81,0.76,4,0.906,-0.144
MHS-01443,5,0.49,0.61,0.33,0.53,3,-0.471,0.402
MHS-01444,2,0.4,0.71,0.35,0.57,3,-0.556,0.518
MHS-01445,2,0.48,0.52,0.3,0.48,3,-0.075,0.464
MHS-01446,2,0.67,0.55,0.74,0.73,4,0.336,0.005
MHS-01447,2,0.72,0.42,0.87,0.71,4,0.62,-0.171
MHS-01448,0,0.55,0.53,0.79,0.39,2,-0.029,-0.757
MHS-01449,1,0.44,0.53,0.44,0.43,2,-0.219,-0.134
MHS-01450,5,0.73,0.58,0.87,0.82,4,0.448,-0.064
MHS-01451,2,0.51,0.77,0.59,0.49,1,-0.697,-0.308
MHS-01452,5,0.46,0.67,0.56,0.48,1,-0.383,-0.196
MHS-01453,3,0.53,0.81,0.65,0.58,1,-0.592,-0.076
MHS-01454,4,0.83,0.35,0.97,0.69,4,1.005,-0.562
MHS-01455,0,0.84,0.35,0.78,0.64,4,1.16,-0.25
MHS-01456,4,0.45,0.69,0.23,0.53,3,-0.552,0.723
MHS-01457,3,0.56,0.45,0.45,0.32,2,0.113,-0.174
MHS-01458,4,0.6,0.57,0.5,0.35,2,0.075,-0.201
MHS-01459,1,0.63,0.5,0.62,0.35,2,0.221,-0.541
MHS-01460,5,0.53,0.67,0.77,0.54,2,-0.418,-0.369
MHS-01461,3,0.66,0.35,0.75,0.81,4,0.615,-0.001
MHS-01462,1,0.47,0.73,0.65,0.36,1,-0.585,-0.503
MHS-01463,0,0.55,0.49,0.28,0.65,3,0.283,0.69
MHS-01464,3,0.46,0.84,0.45,0.56,1,-0.929,0.236
MHS-01465,5,0.53,0.66,0.31,0.57,3,-0.252,0.514
MHS-01466,5,0.45,0.63,0.35,0.66,3,-0.35,0.716
MHS-01467,4,0.87,0.49,0.68,0.77,4,0.616,0.118
MHS-01468,2,0.74,0.5,1.0,0.76,4,0.442,-0.615
MHS-01469,2,0.51,0.51,0.28,0.67,3,-0.035,0.899
MHS-01470,0,0.43,0.73,0.62,0.51,2,-0.501,-0.304
MHS-01471,1,0.88,0.3,0.82,0.71,4,1.26,-0.24
MHS-01472,3,0.57,0.58,0.3,0.34,3,-0.12,0.108
MHS-01473,5,0.72,0.42,0.82,0.84,4,0.532,0.171
MHS-01474,4,0.65,0.32,0.68,0.72,4,0.658,0.088
MHS-01475,4,0.48,0.66,0.79,0.42,2,-0.301,-0.905
MHS-01476,0,0.58,0.5,0.69,0.53,2,0.128,-0.299
MHS-01477,5,0.85,0.46,0.69,0.79,4,0.652,0.177
MHS-01478,4,0.76,0.39,0.82,0.79,4,0.768,-0.253
MHS-01479,1,0.7,0.5,0.64,0.39,2,0.265,-0.512
MHS-01480,3,0.53,0.64,0.96,0.88,4,-0.172,-0.031
MHS-01481,0,0.76,0.44,0.87,0.71,4,0.485,-0.443
MHS-01482,4,0.44,0.64,0.68,0.36,2,-0.3,-0.513
MHS-01483,2,0.47,0.83,0.46,0.52,1,-0.525,0.047
MHS-01484,0,0.76,0.37,0.82,0.77,4,0.751,-0.285
MHS-01485,0,0.96,0.35,0.62,0.66,4,1.098,0.061
MHS-01486,2,0.49,0.87,0.57,0.7,1,-0.695,0.473
MHS-01487,1,0.4,0.63,0.56,0.45,2,-0.411,-0.22
MHS-01488,3,0.76,0.55,0.77,0.7,4,0.428,-0.101
MHS-01489,4,0.48,0.68,0.57,0.64,3,-0.495,0.213
MHS-01490,1,0.81,0.49,0.85,0.73,4,0.593,-0.231
MHS-01491,1,0.34,0.85,0.52,0.47,1,-1.152,-0.257
MHS-01492,4,0.63,0.38,0.84,0.77,4,0.399,0.019
MHS-01493,1,0.72,0.38,0.8,0.57,4,0.747,-0.324
MHS-01494,0,0.63,0.61,0.62,0.23,2,-0.097,-0.819
MHS-01495,3,0.61,0.58,0.59,0.44,2,0.13,-0.485
MHS-01496,1,0.48,0.74,0.62,0.61,1,-0.548,0.032
MHS-01497,3,0.7,0.35,0.87,0.74,4,0.553,-0.329
MHS-01498,4,0.5,0.57,0.42,0.57,3,-0.017,0.264
MHS-01499,4,0.47,0.56,0.3,0.51,3,-0.01,0.325
MHS-01500,3,0.87,0.42,0.81,0.89,4,0.85,0.092
MHS-01501,0,0.56,0.52,0.35,0.57,3,-0.026,0.409
MHS-01502,1,0.86,0.39,0.72,0.76,4,0.889,0.122
MHS-01503,0,0.74,0.44,0.75,0.69,4,0.715,-0.139
MHS-01504,4,0.46,0.65,0.25,0.45,3,-0.353,0.355
MHS-01505,2,0.58,0.86,0.49,0.6,3,-0.633,0.058
MHS-01506,3,0.52,0.44,0.53,0.3,2,0.109,-0.579
MHS-01507,2,0.52,0.86,0.41,0.48,1,-0.588,0.1
MHS-01508,5,0.52,0.69,0.4,0.51,3,-0.407,0.07
MHS-01509,4,0.79,0.31,0.83,0.92,4,0.95,0.332
MHS-01510,1,0.81,0.58,0.76,0.55,4,0.37,-0.466
MHS-01511,2,0.53,0.57,0.24,0.55,3,-0.036,0.602
MHS-01512,3,0.74,0.47,0.74,0.66,4,0.546,-0.332
MHS-01513,5,0.57,0.6,0.58,0.54,2,-0.174,-0.066
MHS-01514,0,0.35,0.8,0.49,0.48,1,-0.934,0.006
MHS-01515,1,0.69,0.69,0.63,0.49,2,0.047,-0.384
MHS-01516,0,0.7,0.45,0.66,0.8,4,0.588,0.153
MHS-01517,2,0.65,0.74,0.38,0.55,3,-0.521,0.277
MHS-01518,3,0.65,0.44,0.68,0.64,4,0.431,0.04
MHS-01519,4,0.5,0.53,0.52,0.46,3,-0.138,0.034
MHS-01520,1,0.6,0.51,0.55,0.46,2,-0.105,-0.198
MHS-01521,2,0.73,0.57,0.79,0.65,4,0.273,-0.321
MHS-01522,3,0.64,0.77,0.69,0.49,1,-0.137,-0.567
MHS-01523,1,0.5,0.74,0.56,0.63,1,-0.331,-0.004
MHS-01524,2,0.8,0.3,0.8,0.74,4,0.93,-0.198
MHS-01525,4,0.73,0.4,0.77,0.83,4,0.776,0.116
MHS-01526,5,0.72,0.4,0.63,0.52,2,0.605,-0.265
MHS-01527,2,0.41,0.89,0.54,0.47,1,-0.896,-0.11
MHS-01528,0,0.72,0.31,0.83,0.76,4,0.924,-0.239
MHS-01529,4,0.48,0.6,0.36,0.41,3,-0.155,0.234
MHS-01530,0,0.62,0.6,0.52,0.45,2,0.132,-0.207
MHS-01531,3,0.57,0.52,0.55,0.37,2,0.154,-0.349
MHS-01532,5,0.54,0.67,0.54,0.44,1,-0.069,-0.134
MHS-01533,1,0.87,0.43,0.83,0.81,4,0.849,-0.266
MHS-01534,1,0.69,0.57,0.44,0.54,3,0.299,0.163
MHS-01535,4,0.59,0.63,0.55,0.47,2,-0.133,-0.178
MHS-01536,4,0.72,0.52,0.93,0.7,4,0.363,-0.363
MHS-01537,3,0.49,0.49,0.66,0.4,2,-0.07,-0.554
MHS-01538,1,0.53,0.69,0.45,0.43,1,-0.251,-0.123
MHS-01539,4,0.49,0.84,0.6,0.54,1,-0.749,-0.119
